f_0,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,f_19,f_20,label,label_flip
0,32,67.23099,0,0,0,100,0,0,0,1,0,0,1,0,1,1,406,360,1232,1173,1,1
3,39,64.95117,0,0,1,90,0,1,105,0,0,0,2,0,1,1,191,563,1237,1212,1,0
2,35,52.43855,0,0,0,90,0,0,0,0,0,0,1,1,1,1,205,620,2639,809,1,1
0,29,82.11043,0,0,0,90,0,1,785,0,1,1,3,0,1,0,184,382,832,852,0,0
2,33,70.8359,0,1,1,100,0,0,471,0,1,0,1,0,1,0,277,500,766,705,0,0
2,30,97.05967,0,1,0,90,0,1,12,0,1,0,1,0,1,1,255,575,720,591,0,0
0,20,89.94913,0,1,0,100,0,0,143,1,1,1,1,0,1,0,200,345,596,1192,0,0
0,35,82.90184,0,1,0,100,0,0,10,0,1,0,1,1,0,0,255,399,791,1419,0,0
3,32,71.65966,0,1,0,100,0,1,251,0,1,0,1,0,1,1,290,277,1636,1209,0,0
0,36,77.19191,0,1,0,90,0,0,72,0,1,0,2,0,0,1,390,251,863,666,1,1
0,29,87.20761,1,1,0,100,0,1,175,0,1,1,3,0,1,0,210,549,704,1260,0,0
0,32,79.9346,0,1,0,100,0,0,0,0,1,0,1,0,0,0,251,561,1081,815,1,0
2,40,85.86972,0,1,0,90,0,1,335,0,1,1,3,0,0,0,238,234,794,977,1,0
3,31,82.93453,0,1,0,83,0,1,883,0,1,1,3,0,0,0,215,269,537,772,1,1
3,28,93.27087,0,1,0,100,0,0,7,1,1,0,1,0,0,0,197,774,1436,784,0,0
1,33,87.23283,0,1,1,90,0,1,12,0,1,0,1,0,1,0,264,431,776,1065,0,0
3,34,128.17929,0,1,0,100,0,1,918,0,1,1,2,0,1,0,269,824,734,978,0,0
1,28,73.14115,0,1,0,90,0,1,0,0,1,1,1,0,1,0,313,499,564,710,0,0
1,36,81.90397,0,1,0,100,0,1,466,0,1,1,3,0,0,0,245,284,788,1099,1,0
3,30,73.77938,0,1,0,100,0,1,0,1,1,1,2,0,1,1,296,391,802,1015,0,0
0,30,66.74597,0,1,0,100,1,1,505,0,1,1,3,0,1,0,327,530,601,501,0,0
0,33,73.49896,0,0,0,90,0,1,2,0,1,1,3,0,0,0,498,554,936,693,0,0
1,32,55.78419,1,0,1,90,0,1,379,1,0,1,3,0,0,0,297,323,1652,931,1,0
3,46,74.48742,0,0,0,90,1,1,987,1,1,1,2,0,1,1,357,430,805,650,1,1
0,32,76.91111,0,1,0,100,0,0,0,1,1,0,1,0,1,0,418,446,778,952,1,1
2,37,70.34505,0,1,0,100,0,1,886,0,1,1,3,0,1,0,138,370,1335,671,1,1
0,50,73.41148,0,1,1,100,1,1,756,0,1,1,3,0,0,0,184,336,770,909,1,1
3,42,86.5419,0,1,0,100,0,1,451,0,1,1,3,0,1,0,237,470,757,1216,1,0
2,37,55.06707,0,1,0,100,0,1,484,0,1,1,3,0,1,0,430,575,745,607,1,1
0,21,63.35147,0,1,1,100,0,1,0,1,1,1,2,0,1,0,378,418,656,802,0,0
2,42,72.64465,0,1,0,90,0,1,387,0,1,1,3,0,1,0,241,226,1138,1092,1,1
0,33,72.9817,0,1,0,100,0,1,260,0,1,1,3,0,1,1,393,757,706,779,0,0
0,28,81.02685,0,1,0,90,0,1,710,0,1,1,3,0,0,0,247,428,824,1102,1,0
2,30,66.72064,0,0,0,100,0,1,749,0,1,1,3,0,0,1,259,530,737,700,1,0
1,37,63.03426,0,1,0,90,0,1,0,1,1,1,3,0,1,1,194,291,567,464,1,0
3,37,62.79455,0,0,0,100,0,1,434,1,1,1,3,0,0,1,384,272,1544,617,1,1
3,28,69.95104,0,0,0,100,0,0,0,0,1,1,1,0,1,0,231,433,1021,700,1,0
0,37,85.36335,0,0,0,100,0,1,816,1,1,1,1,0,0,0,459,462,678,1021,0,0
1,33,72.71118,0,0,0,100,0,1,985,1,1,1,3,0,1,0,229,299,2332,896,1,0
3,45,82.4387,0,1,0,90,0,1,5,1,0,0,1,0,1,0,347,334,776,1387,0,0
3,34,64.75526,0,0,0,100,0,1,980,1,1,1,3,0,1,0,268,290,797,1068,1,1
2,43,71.47772,0,0,0,100,0,1,441,0,0,1,3,0,1,1,262,324,748,651,1,1
3,27,67.70366,0,0,0,90,0,0,21,1,1,0,1,0,1,1,222,409,537,1290,0,0
0,35,72.04928,0,1,0,100,0,1,130,0,1,1,3,0,1,0,358,576,712,727,1,0
3,40,73.85078,0,0,0,100,1,0,0,0,0,0,1,0,1,1,482,349,4035,506,1,0
2,44,62.78062,0,0,0,100,0,1,818,1,1,1,3,0,1,0,174,233,605,722,1,0
3,29,76.55976,0,0,0,100,0,1,104,0,1,0,3,0,1,0,296,266,750,1209,0,0
0,30,75.40286,0,1,1,100,0,1,139,1,1,1,1,0,1,1,225,472,728,561,0,0
0,28,73.31711,0,0,0,90,0,1,383,1,0,1,2,0,0,1,389,412,723,639,0,0
0,36,90.53032,0,1,0,100,0,1,2,0,1,1,1,0,0,1,345,568,765,988,1,1
0,50,82.90113,0,1,0,100,0,1,487,0,1,1,3,0,1,0,316,375,807,1059,0,0
0,35,63.2045,0,0,0,100,0,1,941,0,1,1,3,0,1,0,472,430,1462,631,1,1
1,46,90.9754,0,1,0,90,0,1,414,0,1,1,1,0,1,1,317,531,1594,752,0,0
3,36,68.5855,0,1,0,100,0,1,0,1,1,0,1,0,1,0,335,388,1353,938,0,0
2,23,76.09932,0,1,1,100,0,0,0,1,1,0,1,0,1,0,443,361,1557,446,1,1
0,38,76.3357,0,0,0,100,0,0,0,1,1,1,1,0,0,1,242,391,938,819,0,0
0,35,80.15933,0,0,0,100,0,1,902,1,1,1,3,1,0,0,529,349,759,583,1,0
2,24,81.43619,0,0,1,100,0,0,18,0,1,0,1,0,1,0,276,396,805,673,1,0
2,38,80.59377,0,1,0,100,0,1,0,0,1,1,2,1,1,0,506,313,1081,636,0,0
0,32,72.19939,0,1,0,100,0,0,0,0,1,0,1,0,0,1,357,717,952,890,1,1
2,30,61.94819,0,0,1,100,0,1,128,0,1,1,3,0,1,0,234,590,689,980,1,0
1,28,88.65772,0,1,0,100,0,0,6,0,1,0,1,0,1,0,433,530,1118,1308,0,0
3,31,78.10212,0,1,0,100,0,0,430,0,1,1,2,0,1,0,274,343,708,759,1,0
3,32,83.45454,0,1,0,100,0,1,473,1,0,1,3,0,0,1,227,298,871,1271,1,0
2,27,63.31955,0,1,0,100,0,1,792,1,1,1,3,0,1,0,307,497,2219,735,0,0
2,31,95.54089,0,1,0,100,0,1,686,1,1,1,3,0,1,0,189,266,832,766,1,0
0,38,70.78666,0,1,0,100,0,1,738,0,1,1,3,0,1,0,254,383,778,1074,1,1
0,29,71.38295,0,0,0,100,0,1,0,1,1,0,3,0,1,1,395,510,1117,1601,0,0
0,36,64.28604,0,1,0,100,0,1,0,0,1,1,3,0,0,1,284,522,1335,1345,1,0
0,25,69.97139,0,1,1,100,1,0,2,0,0,0,1,0,0,1,404,420,2279,1168,0,0
3,26,109.64286,0,1,0,100,0,1,0,0,1,0,1,0,1,0,382,705,1107,523,0,0
0,48,74.60164,0,0,1,100,0,0,0,1,1,0,1,0,0,1,303,554,603,1171,0,0
2,21,81.17487,0,0,0,100,0,1,9,0,1,0,2,0,1,1,193,434,1079,694,1,0
2,46,67.86871,1,1,1,79,0,1,530,0,1,1,3,0,1,1,430,318,1212,675,0,0
2,24,79.70965,0,1,0,100,0,1,0,0,1,0,2,0,1,0,294,302,1709,690,0,0
0,43,75.2893,0,1,0,90,0,1,877,0,1,1,3,0,0,0,408,282,1124,1017,1,0
2,28,63.42249,0,0,0,100,0,1,945,0,1,1,3,0,1,0,211,466,771,1478,1,1
1,30,82.47555,0,1,0,100,0,0,0,1,1,0,1,0,1,0,356,715,2352,1097,1,1
0,37,63.5253,0,0,0,100,0,0,0,0,0,0,1,0,1,0,410,466,1762,1185,1,0
0,43,115.5283,0,1,0,79,0,1,840,0,1,1,3,0,1,0,302,344,1219,977,1,1
0,29,70.4966,0,1,0,100,0,0,0,0,1,0,1,0,1,0,253,525,787,850,1,1
0,26,64.62012,0,0,0,90,0,1,830,1,1,1,3,0,0,1,240,296,1851,548,0,0
2,43,70.13134,0,1,0,90,0,1,830,0,1,1,3,0,1,0,205,484,710,1006,1,0
0,48,65.7656,1,1,0,90,0,1,257,0,1,1,3,0,0,0,361,381,1344,893,1,1
1,38,79.08647,0,1,0,100,0,1,902,0,1,1,3,0,1,0,213,667,687,900,1,0
3,29,72.78979,0,1,0,100,0,1,0,0,1,0,1,0,1,0,726,644,800,1705,0,0
0,42,106.99436,0,1,0,100,0,0,15,1,1,0,1,0,1,1,421,425,835,543,0,0
0,37,79.15885,0,1,0,90,0,1,556,0,1,1,3,0,1,0,201,385,354,581,0,0
0,35,63.7021,0,1,0,100,0,1,727,0,1,1,3,1,0,0,480,443,703,573,1,1
0,44,69.88822,0,0,0,90,1,1,1098,1,1,1,2,0,1,1,260,397,710,682,1,0
0,28,67.3327,0,1,0,100,0,1,252,1,1,1,1,0,0,0,152,390,741,683,1,1
1,24,62.75731,0,0,1,100,0,0,0,0,1,0,1,0,1,1,324,589,641,641,0,0
0,38,78.65087,0,0,0,90,0,0,12,1,0,1,1,0,1,0,368,547,1035,539,0,0
0,39,97.4571,0,1,0,100,0,0,1206,0,1,0,2,0,1,0,345,720,1196,1439,0,0
0,33,69.06311,0,0,0,100,0,0,4,0,1,0,1,0,1,0,266,502,1975,522,1,1
2,35,64.13552,0,1,0,100,0,1,946,0,1,1,3,0,1,0,193,316,673,800,1,1
0,32,73.95586,0,1,0,100,0,1,125,0,1,0,3,0,1,1,373,463,913,590,0,0
2,50,62.85679,0,1,0,100,0,1,546,0,0,1,3,0,1,0,662,285,904,478,0,0
1,50,91.0634,0,1,0,100,0,1,995,0,1,1,2,0,1,0,201,577,763,834,1,1
1,32,66.8423,0,0,0,90,0,0,0,0,1,0,2,0,1,1,478,290,1955,1284,1,0
3,39,82.0137,0,1,1,100,0,1,248,1,1,1,3,0,0,1,350,230,621,673,1,1
0,28,69.09558,0,1,0,100,0,1,456,0,0,0,3,0,1,0,395,456,762,539,1,1
2,28,66.80252,1,0,0,100,0,0,115,1,1,0,1,0,0,0,468,357,506,991,0,0
1,23,69.21419,1,0,0,90,0,1,0,0,0,0,2,0,1,1,461,214,1275,647,0,0
0,38,70.41996,0,1,0,100,0,1,85,0,1,1,2,0,0,1,263,288,748,653,1,0
2,28,77.81754,0,0,0,100,0,1,243,1,1,1,3,0,1,1,207,342,856,1160,0,0
2,27,98.23712,0,1,0,100,0,1,545,0,1,1,3,0,1,0,260,301,679,723,1,1
0,53,90.8167,0,0,0,100,0,0,0,0,0,0,1,1,0,0,459,452,729,798,0,0
1,43,76.53282,0,1,0,90,0,1,137,0,1,1,3,0,1,1,328,436,2699,1045,1,1
3,33,77.98163,0,1,0,100,0,1,369,1,1,1,2,0,0,0,183,210,1443,618,1,1
3,34,66.11186,0,0,0,90,0,1,137,0,1,1,3,0,0,1,238,458,1359,467,0,0
0,24,92.07435,0,0,0,100,0,0,0,1,1,0,1,0,1,0,185,534,633,1601,0,0
0,31,66.31029,0,0,0,100,0,0,21,1,1,0,3,1,1,0,299,392,839,1053,0,0
3,44,76.3733,0,1,0,100,0,1,309,0,1,1,3,0,1,0,298,491,679,820,1,0
1,43,62.486,0,0,0,100,0,1,0,1,0,0,1,0,1,0,563,741,1099,1090,0,0
3,38,71.36564,0,1,0,100,0,1,23,0,1,0,1,0,1,0,451,313,2561,1024,0,0
0,45,69.1854,0,0,0,100,1,1,284,1,1,1,3,0,0,1,273,281,1287,1547,1,1
3,41,92.24345,0,1,1,100,0,0,0,1,1,0,1,0,1,1,427,495,866,1116,1,0
0,33,99.77813,0,0,0,90,0,1,811,0,0,1,2,0,0,1,566,321,840,993,0,0
2,34,60.49266,0,1,1,100,0,1,738,0,1,1,2,0,1,0,455,447,588,466,1,1
2,45,66.70107,0,0,0,100,0,1,0,0,1,1,3,0,1,0,248,316,1973,747,1,1
2,35,62.4566,0,1,1,90,0,1,316,0,1,1,3,0,1,0,315,627,622,1457,1,1
3,38,72.83839,0,1,0,90,0,1,0,0,1,1,1,0,1,0,501,453,1225,1287,0,0
2,42,70.32028,0,1,0,100,0,1,907,0,1,1,3,0,1,0,220,280,1170,1032,0,0
2,49,66.82617,0,1,1,100,0,1,883,0,1,1,2,0,1,1,275,323,1443,536,1,1
0,35,81.15505,0,1,0,100,0,0,0,0,1,0,1,0,1,0,424,829,738,520,0,0
2,38,60.15758,0,0,1,82,0,1,873,0,1,1,3,0,1,0,180,263,386,1821,1,1
3,49,84.64922,0,1,1,100,1,1,765,0,1,1,3,1,1,0,338,371,1102,577,1,0
0,42,67.45292,0,1,0,100,0,1,334,1,1,1,2,0,0,1,169,432,912,1023,1,1
3,32,69.9161,0,1,0,100,0,0,0,1,1,0,1,0,1,1,358,433,878,1117,0,0
3,43,74.03624,0,1,0,100,0,1,382,0,1,1,2,1,0,0,209,213,917,708,1,1
0,28,70.67698,0,0,0,100,0,0,17,0,0,1,1,0,0,1,459,499,795,1283,1,0
0,28,83.00834,0,1,0,100,0,0,9,0,1,0,1,0,1,0,591,290,1168,1060,0,0
3,37,115.30101,0,1,0,100,0,0,3,0,1,0,1,0,0,0,481,512,849,552,1,1
0,30,67.51775,0,0,0,81,0,1,497,0,1,1,3,0,1,0,174,246,1900,870,1,1
3,34,70.81252,0,1,0,100,0,1,398,0,1,1,2,0,0,1,370,564,693,809,0,0
2,40,84.19693,0,1,0,100,0,0,0,0,1,0,1,0,1,0,232,242,586,788,0,0
0,27,72.92147,0,1,0,100,0,1,332,0,1,1,3,0,0,0,266,159,1103,689,1,1
0,30,73.38061,0,1,0,90,0,1,884,0,1,1,3,0,1,1,455,252,1386,938,0,0
3,35,70.22521,0,1,0,100,0,1,16,0,1,0,1,0,1,0,275,488,2269,530,1,1
0,34,97.35375,0,1,0,100,0,1,146,1,0,1,3,0,0,1,179,212,1526,860,0,0
3,37,112.69956,0,1,0,100,0,0,0,0,1,0,2,0,1,0,278,259,918,930,0,0
2,33,61.45668,0,0,1,100,0,0,0,0,1,0,1,0,0,0,340,517,776,2322,0,0
3,34,77.85503,0,1,0,100,0,0,0,0,1,0,1,0,1,0,467,483,732,1080,0,0
3,40,90.27171,0,1,0,90,0,0,4,0,1,0,3,0,1,0,172,657,749,556,0,0
3,29,85.68269,0,1,0,90,0,0,19,0,1,0,1,0,1,0,377,493,931,1105,0,0
3,48,74.69092,0,1,0,90,0,1,897,0,0,1,3,0,1,1,186,242,589,1531,1,0
3,40,79.6099,0,1,0,100,0,0,0,0,1,0,1,0,0,1,439,599,935,648,0,0
3,50,86.15841,0,0,0,100,0,1,25,1,1,0,1,0,0,1,372,413,730,657,0,0
3,35,76.51197,0,1,1,90,0,1,1002,1,0,1,3,0,1,1,258,226,1031,1013,1,0
3,49,76.07881,0,1,0,90,0,0,0,0,1,0,1,0,1,1,483,509,1629,1301,0,0
0,18,67.33771,0,0,0,100,0,1,188,0,0,1,3,1,0,1,212,285,629,614,1,0
3,40,69.66989,0,1,0,90,0,1,164,0,1,1,3,0,1,0,239,526,1079,544,1,1
0,32,76.4189,0,0,0,100,0,1,285,0,0,1,3,1,0,1,181,368,701,1643,1,1
3,23,88.42388,0,1,0,90,0,1,11,0,1,1,3,0,1,0,259,648,1324,692,1,0
2,20,71.17974,0,1,0,90,0,1,97,0,1,1,1,0,1,0,400,172,1254,1170,1,0
0,25,97.59773,0,1,0,100,0,0,0,1,1,0,1,0,1,0,417,363,709,601,0,0
2,32,71.5633,0,0,0,90,0,1,454,0,1,1,3,0,1,1,182,565,607,758,1,1
3,37,66.74637,0,1,0,100,0,1,905,0,1,1,3,0,1,1,329,279,1680,493,1,0
0,17,75.53043,0,0,0,90,0,1,918,1,1,1,3,1,1,0,424,249,1011,1089,1,0
2,41,77.21443,0,0,1,90,0,1,116,1,0,1,3,0,1,1,244,870,1960,835,0,0
3,38,83.2174,0,0,0,100,0,1,0,0,1,1,2,0,1,1,461,432,1173,930,1,0
0,26,46.6888,1,0,0,100,0,1,886,1,0,1,3,0,1,0,203,208,598,1189,1,0
2,38,59.35628,0,0,0,100,0,1,422,0,1,1,3,0,0,1,229,238,1304,555,1,1
3,33,80.49167,0,1,1,90,0,0,0,0,1,1,1,0,1,0,223,364,1436,1012,0,0
0,24,65.15398,0,1,0,100,0,1,550,0,1,1,3,0,0,0,239,509,730,619,1,1
0,30,56.52858,0,0,0,100,0,1,297,0,1,1,3,0,1,0,238,252,1956,1120,1,1
0,24,77.44949,0,1,0,100,0,1,203,1,1,1,3,0,0,1,165,331,1075,590,0,0
3,45,90.01685,0,1,0,100,0,1,1333,0,1,1,3,0,1,0,203,451,835,594,1,0
1,30,84.64357,0,1,0,100,0,0,865,0,1,1,3,1,1,1,487,468,718,1188,0,0
1,37,64.97131,0,1,1,91,0,1,465,0,1,1,3,0,0,1,404,270,677,751,0,0
0,27,59.09494,0,1,0,100,0,1,739,0,1,1,3,1,0,0,213,296,957,1054,1,0
2,34,75.84888,0,0,1,100,0,1,0,1,1,0,1,0,0,0,396,300,2056,885,0,0
2,36,69.74178,0,1,0,100,0,1,1282,0,1,1,3,1,0,1,194,295,755,690,1,0
3,36,72.62577,0,0,0,100,0,0,13,0,0,0,1,0,0,0,437,516,1299,576,0,0
2,31,64.75884,0,1,0,100,0,1,872,0,0,1,2,0,1,0,212,583,663,794,1,0
1,47,115.01832,0,1,0,100,0,1,834,0,1,1,2,0,1,1,188,362,647,1475,0,0
0,36,71.38779,0,1,1,90,0,1,476,1,0,1,3,0,0,1,174,189,636,967,1,0
0,32,91.97958,0,1,1,90,0,1,1209,1,1,1,3,0,0,0,249,345,555,1146,1,0
1,28,73.84365,0,0,1,100,0,0,8,0,1,0,1,0,1,0,414,631,569,287,1,1
0,43,96.76136,1,1,0,100,0,0,0,1,1,0,1,0,0,1,339,424,850,2169,1,1
0,36,71.26777,0,1,0,100,0,1,218,0,1,1,2,0,1,0,264,578,1282,1156,0,0
3,34,74.18092,0,0,0,100,0,1,393,0,0,1,3,0,1,1,269,320,638,1363,1,1
2,43,81.73706,0,1,0,90,0,1,830,0,1,1,3,0,0,0,278,263,793,1067,1,1
0,38,58.89842,0,1,1,100,0,1,912,0,1,1,3,0,1,0,403,455,742,1353,0,0
1,44,76.12685,0,1,0,91,0,1,423,0,1,1,3,0,1,0,206,447,628,999,1,1
3,28,69.00547,0,0,0,100,0,1,1328,1,0,1,2,0,1,0,397,462,1575,1650,1,0
2,18,63.94787,0,1,0,90,0,0,0,0,1,0,1,0,1,0,465,443,1154,844,0,0
0,35,79.73642,0,1,0,100,0,1,1217,0,1,1,3,1,0,0,376,289,861,647,1,1
1,34,63.85685,0,1,0,100,0,1,172,1,1,0,1,0,1,0,224,406,869,818,1,0
3,31,82.86326,0,1,0,100,0,0,7,1,0,0,1,0,0,0,215,906,794,869,1,1
3,30,83.67532,0,0,0,100,1,1,20,0,1,0,2,0,0,0,233,382,901,906,0,0
0,32,66.98675,0,0,0,100,0,1,1530,0,1,1,3,1,0,1,270,265,706,765,1,0
2,32,77.00974,0,1,0,100,0,0,10,0,1,0,1,0,1,1,375,503,927,973,0,0
2,43,64.21471,0,0,0,90,0,1,508,1,1,1,2,0,1,1,339,458,1741,607,0,0
0,33,88.01004,0,1,0,100,0,0,0,0,1,0,1,0,1,0,305,391,789,1100,1,0
3,41,79.92649,0,1,0,100,0,1,915,0,1,1,3,1,0,0,342,361,978,648,0,0
2,27,69.80236,0,1,0,100,0,0,101,1,1,0,1,1,1,0,308,286,1724,926,1,0
1,32,72.28808,0,1,0,90,0,1,416,0,1,1,3,0,1,0,613,377,1105,990,1,1
3,38,79.37354,0,1,0,100,0,1,394,1,1,0,3,0,1,0,395,431,852,598,0,0
3,24,75.42464,0,1,0,90,0,1,2,1,1,0,1,0,1,0,346,611,1198,1124,1,0
3,30,78.05653,0,1,0,100,0,0,7,0,1,0,1,0,1,0,287,555,669,550,1,0
3,28,54.27086,0,1,0,100,0,1,276,0,1,1,3,0,1,1,311,429,1322,799,1,1
2,37,62.94491,0,0,0,100,0,1,352,0,0,1,2,0,0,1,293,470,480,801,1,0
2,31,80.00705,0,1,0,100,0,1,1268,0,1,1,3,0,1,0,228,392,675,783,1,0
2,31,101.77189,0,0,0,100,0,0,4,1,0,0,1,0,0,0,206,418,1001,663,1,1
0,43,61.44406,0,1,0,90,0,1,360,1,1,1,3,0,1,1,579,313,533,819,0,0
3,35,73.45785,0,1,0,100,0,1,227,0,1,0,1,0,1,1,551,546,819,412,0,0
0,25,89.27167,0,1,0,90,0,1,707,0,1,1,3,0,1,0,331,344,1363,952,0,0
0,34,68.61656,1,0,0,100,0,1,614,0,0,1,3,0,1,0,237,275,835,787,1,0
2,18,69.1407,0,0,0,90,0,1,0,0,1,1,2,0,1,1,188,859,559,1560,1,0
3,30,75.95459,0,1,0,100,0,0,3,1,1,0,1,0,1,0,338,389,871,1044,1,0
0,40,75.35436,0,1,1,90,0,1,148,0,0,1,1,0,0,0,491,728,1394,609,1,0
3,52,74.9159,0,1,0,100,0,0,423,0,1,1,1,0,1,0,356,508,629,787,1,0
2,40,81.4916,0,0,0,100,0,1,458,0,0,1,2,0,1,0,349,352,2223,1321,1,1
3,27,66.95889,0,1,1,100,0,1,1683,1,0,1,2,0,0,0,313,302,716,1076,1,1
0,35,93.74116,0,1,0,81,0,1,17,0,1,1,3,0,1,1,209,471,1772,508,0,0
0,26,80.70177,0,1,0,100,0,0,460,0,1,1,1,0,1,1,394,521,1023,715,1,1
1,21,85.24397,0,1,0,100,0,1,11,0,1,0,2,0,1,0,481,427,1007,903,0,0
1,20,73.86584,0,1,1,100,0,1,290,1,1,1,2,0,1,1,207,446,507,696,0,0
0,38,82.21833,0,0,0,90,0,1,882,0,1,1,3,0,0,0,161,319,1755,973,1,1
2,44,56.10898,0,1,0,80,0,1,805,0,0,1,3,0,1,1,438,272,468,695,1,0
0,28,71.46001,0,1,0,90,0,1,180,0,0,1,3,0,0,0,211,384,1596,529,1,0
2,32,73.69281,0,1,0,100,0,1,122,1,1,1,3,0,0,1,377,508,604,402,0,0
0,46,112.39161,0,1,0,100,0,1,0,0,1,1,2,0,0,0,182,286,886,963,1,1
0,32,66.71906,0,0,1,100,0,1,476,0,1,1,3,0,1,0,447,289,879,587,1,0
0,36,63.29856,0,1,0,100,0,1,999,1,1,1,3,0,1,1,227,499,1261,1549,0,0
2,35,60.28636,0,0,0,100,0,1,449,0,1,1,3,0,1,0,225,381,1931,640,1,0
0,40,76.04233,0,0,0,100,0,0,0,1,0,0,1,0,1,1,271,651,1183,1295,0,0
2,29,62.72034,0,0,0,100,0,1,848,1,0,1,2,0,0,1,199,294,1168,1016,1,0
3,34,77.47484,0,1,0,100,0,1,0,0,1,0,3,0,1,0,198,278,1477,933,0,0
1,39,77.13887,0,1,0,90,0,1,0,1,1,0,1,0,1,0,161,361,737,916,0,0
0,38,68.49214,0,1,0,90,0,1,735,0,1,1,3,0,1,0,380,316,1034,977,1,0
3,37,75.58887,0,0,0,100,0,0,0,0,1,0,1,0,0,0,416,636,1432,1037,1,0
1,29,77.48888,0,1,0,90,0,0,8,0,1,0,1,1,1,1,217,577,1542,1590,0,0
2,29,83.35225,0,0,0,100,0,1,207,0,1,1,2,0,0,1,404,319,954,1428,0,0
0,30,72.1768,0,1,1,90,0,1,108,0,0,1,2,0,1,0,242,366,831,538,1,1
0,26,76.51814,1,0,0,100,0,0,0,1,0,1,2,0,0,0,280,493,1163,1347,1,1
2,41,74.34126,0,1,0,100,0,1,0,0,1,1,3,0,1,0,381,545,788,1001,0,0
1,23,81.55555,0,1,0,90,0,1,344,0,1,1,3,0,1,1,224,315,958,930,0,0
0,27,67.61232,0,1,0,100,0,1,1164,0,1,1,3,0,0,0,413,393,795,824,1,1
3,31,49.18123,0,0,1,100,1,1,1335,0,1,1,3,1,1,0,221,497,1624,596,1,1
2,38,72.13945,0,1,1,90,0,0,22,0,1,1,3,0,1,0,392,428,1435,1464,1,0
3,37,55.1365,0,1,0,100,0,1,262,0,1,1,3,0,1,0,149,558,1106,733,1,0
2,35,78.0638,0,1,0,100,0,1,345,1,1,1,2,0,1,0,221,316,1657,529,1,1
1,28,76.90135,0,0,0,100,0,0,0,0,1,0,1,0,1,0,252,528,743,475,0,0
3,28,71.15697,0,1,0,100,0,0,12,1,1,0,1,0,1,0,539,547,1156,712,0,0
0,40,84.24448,0,1,0,100,0,1,824,0,1,1,2,1,1,1,336,352,376,499,0,0
0,38,76.8487,0,1,0,100,0,0,15,0,1,0,1,0,1,0,333,369,1495,1429,1,1
0,30,75.83292,0,1,0,100,0,0,7,1,1,0,1,0,0,0,433,426,402,485,0,0
3,25,70.26764,0,0,0,100,0,1,692,0,1,1,3,0,1,0,204,345,1886,754,1,1
0,47,73.06493,0,0,0,100,0,1,777,0,1,1,1,0,0,0,245,307,981,926,1,1
1,40,73.87539,0,0,0,100,0,0,0,1,1,0,1,0,0,0,238,541,964,1349,1,0
2,34,62.06751,0,1,0,100,0,1,388,0,1,1,3,1,0,0,272,303,1090,1475,1,0
3,26,64.29331,0,0,0,100,0,0,505,0,0,0,1,0,1,0,448,682,749,976,1,0
0,37,76.45184,0,1,0,100,0,0,15,0,0,0,2,1,1,0,254,690,1189,1001,0,0
3,35,59.83562,0,0,0,100,0,1,809,0,1,1,2,0,1,0,404,415,2266,1466,0,0
2,34,62.1593,0,1,0,81,0,1,824,0,1,1,3,0,0,0,222,474,1100,973,1,0
2,28,69.66504,0,0,0,90,0,1,401,0,0,1,3,0,1,1,399,349,985,594,0,0
0,26,68.14195,0,1,0,100,0,1,16,0,1,0,1,0,1,1,405,508,2345,969,1,0
0,35,96.27378,0,0,0,90,0,1,1017,0,1,1,3,0,1,0,201,246,1491,1243,1,0
3,20,68.6296,0,0,0,90,0,1,442,0,0,1,3,0,1,0,217,517,574,1178,1,0
0,24,81.892,0,1,0,100,0,1,147,0,1,1,2,0,1,0,211,371,1266,906,1,1
1,34,60.75357,0,0,0,100,0,1,215,0,0,1,3,0,0,0,184,384,669,627,1,1
0,42,69.27261,0,0,1,100,0,1,124,0,1,0,2,0,0,1,211,387,722,552,1,0
0,36,72.92042,0,0,0,100,0,1,1337,0,1,1,3,0,0,1,272,311,832,805,0,0
0,36,79.06779,0,1,1,100,0,0,0,0,1,0,3,0,1,0,283,640,1409,599,0,0
2,39,68.8276,0,1,0,100,0,1,0,0,1,0,1,0,1,0,408,662,578,706,1,1
0,25,80.03158,0,1,0,100,0,1,368,0,1,1,3,0,0,1,182,298,883,1161,1,0
3,35,80.72152,0,1,0,100,0,1,877,0,1,1,3,0,0,1,301,287,1482,722,1,1
2,37,74.47143,0,1,0,100,0,0,0,1,1,0,1,0,1,1,298,304,689,466,0,0
3,34,65.83609,0,1,0,100,0,1,16,0,1,1,3,0,1,1,306,374,1035,1005,0,0
1,46,74.0718,0,0,0,100,0,1,340,0,1,1,2,0,1,0,218,384,961,442,0,0
2,23,68.9319,0,1,0,100,0,1,0,0,1,1,1,0,1,1,506,748,1310,1354,1,1
3,38,82.16471,0,1,0,90,0,1,1100,0,1,1,2,0,1,0,255,448,1061,1736,0,0
1,42,79.7193,0,1,0,100,0,1,0,0,1,0,1,0,1,0,415,678,1579,1648,0,0
3,35,77.0636,0,1,0,90,0,1,442,1,1,1,1,0,0,0,262,285,754,772,1,1
1,34,80.70721,0,0,0,90,0,1,280,0,1,1,2,0,1,0,251,267,1577,1203,1,0
3,32,68.40431,0,1,0,100,0,1,215,0,1,1,3,0,1,0,292,467,646,810,0,0
